end,start,title,longitude,latitude
2025-02-01T00:00:00.000-0500,2015-03-06T00:00:00.000-0500,POP VENDREDI,-73.57529,45.53323
2025-03-07T00:00:00.000-0500,2015-03-07T00:00:00.000-0500,SOIRÉE POP 80,-73.57529,45.53323
2016-04-27T00:00:00.000-0400,2015-03-25T00:00:00.000-0400,BASS DRIVE WEDNEDAYS,-73.5835494995,45.518863678
2017-01-08T00:00:00.000-0500,2015-03-31T00:00:00.000-0400,LE LIVRE SENS DESSUS DESSOUS,-73.56148,45.51512
2016-04-17T00:00:00.000-0400,2015-04-02T00:00:00.000-0400,L'OEIL & L'ESPRIT,-73.568984,45.507828
2025-05-31T00:00:00.000-0400,2015-05-01T00:00:00.000-0400,MUSÉE PLEIN AIR DE LACHINE,-73.66602,45.42942
2025-05-31T00:00:00.000-0400,2015-05-01T00:00:00.000-0400,MUSÉE GRÉVIN MONTRÉAL,-73.5714050,45.5036100
2025-05-01T00:00:00.000-0400,2015-05-01T00:00:00.000-0400,LA MAISON LEBER-LEMOYNE,-73.66602,45.42942
2025-05-31T00:00:00.000-0400,2015-05-01T00:00:00.000-0400,LA MÉMOIRE DES OBJETS,-73.55393,45.55357
2016-12-04T00:00:00.000-0500,2015-05-15T00:00:00.000-0400,À LEURS RISQUES ET PÉRILS,-73.55141,45.50976
2016-05-29T00:00:00.000-0400,2015-05-24T00:00:00.000-0400,LES DIMANCHES FAMILLE,-73.568984,45.507828
2025-06-01T00:00:00.000-0400,2015-06-01T00:00:00.000-0400,RUE ONTARIO SHERBROOKE,
2025-06-01T00:00:00.000-0400,2015-06-01T00:00:00.000-0400,AUDIOTRAME: BEAUBIEN,-73.60381 ,45.53521
2025-06-01T00:00:00.000-0400,2015-06-01T00:00:00.000-0400,BÉTA-CITÉ: VILLA MARIA,-73.619852,45.479482
2025-06-01T00:00:00.000-0400,2015-06-01T00:00:00.000-0400,CINQ REGARDS SUR L'ART PUBLIC,-73.55963,45.51466
2025-06-01T00:00:00.000-0400,2015-06-01T00:00:00.000-0400,IDÉOGRAMMES - L'ESPACE PUBLIC, C'EST NOUS - AUDIOTOPIE,-73.6222,45.6268
2025-06-01T00:00:00.000-0400,2015-06-01T00:00:00.000-0400,ONDE,-73.579619,45.482856
2020-12-31T00:00:00.000-0500,2015-06-12T00:00:00.000-0400,PASSEPORT MTL,-73.5635,45.5101
2016-06-01T00:00:00.000-0400,2015-06-27T00:00:00.000-0400,SUR LA PISTE DE BENI M'HIRA,-73.548361,45.559
2025-01-01T00:00:00.000-0500,2015-08-01T00:00:00.000-0400,ENTRÉE MUSÉE,-73.55571,45.50104
2016-04-24T00:00:00.000-0400,2015-08-15T00:00:00.000-0400,L’ENVOL ET LA CHUTE D’UN AIGLE IMPÉRIAL, NAPOLÉON BONAPARTE,-73.55393,45.55357
2020-09-30T00:00:00.000-0400,2015-09-08T00:00:00.000-0400,PASSEPORT MTL CULTURE,-73.5635,45.5101
2016-04-10T00:00:00.000-0400,2015-09-25T00:00:00.000-0400,MONTRÉAL DANS L'OEIL DE VITTORIO: 50 ANS DE VIE URBAINE ET DE CRÉATION GRAPHIQUE,-73.57378,45.50467
2016-08-31T00:00:00.000-0400,2015-09-28T00:00:00.000-0400,MUSÉE PLEIN AIR DE LACHINE2,-73.66602,45.42942
2016-08-28T00:00:00.000-0400,2015-10-27T00:00:00.000-0400,LA BIBLIOTHÈQUE, LA NUIT,-73.56148,45.51512
2016-08-28T00:00:00.000-0400,2015-10-27T00:00:00.000-0400,LA BIBLIOTHÈQUE, LA NUIT / EXPOSITION,-73.56148,45.51512
2016-04-17T00:00:00.000-0400,2015-11-01T00:00:00.000-0400,LE CIRQUE DE MONSIEUR LAPIN,-73.57378,45.50467
2019-11-01T00:00:00.000-0400,2015-11-01T00:00:00.000-0400,HUMAIN,-73.55316,45.49948
2019-11-01T00:00:00.000-0400,2015-11-01T00:00:00.000-0400,FABRIK,-73.55316,45.49948
2016-08-31T00:00:00.000-0400,2015-11-03T00:00:00.000-0500,SAN LIMIT,-73.61464,45.55823
2016-05-01T00:00:00.000-0400,2015-11-20T00:00:00.000-0500,PARCOURS D’UNE ÉLÉGANTE,-73.55167,45.50919
2016-04-17T00:00:00.000-0400,2015-12-08T00:00:00.000-0500,SUR LES TRACES D'AGATHA CHRISTIE,-73.55420,45.50305
2026-01-01T00:00:00.000-0500,2016-01-01T00:00:00.000-0500,CARTE-CADEAU LA VITRINE,-73.5635,45.5101
2016-04-14T00:00:00.000-0400,2016-01-01T00:00:00.000-0500,LES INSECTES EN HIVER,-73.55448,45.55895
2016-04-30T00:00:00.000-0400,2016-01-01T00:00:00.000-0500,ANA JOVMIR,-73.56153,45.51236
2016-04-06T00:00:00.000-0400,2016-01-14T00:00:00.000-0500,DAVID MALJKOVIC,-73.563791,45.509895
2016-12-30T00:00:00.000-0500,2016-01-19T00:00:00.000-0500,SCANDALE! VICE, CRIME ET MORALITÉ À MONTRÉAL, 1940-1960,-73.55571,45.50104
2016-09-04T00:00:00.000-0400,2016-01-19T00:00:00.000-0500,DANS L’GRIFF,-73.55571,45.50104
2016-09-05T00:00:00.000-0400,2016-01-25T00:00:00.000-0500,DARK UNIVERSE / AURORAE,-73.548361,45.559
2016-12-31T00:00:00.000-0500,2016-01-25T00:00:00.000-0500,CHORÉGRAPHIES POUR DES HUMAINS ET DES ÉTOILES,-73.548361,45.559
2016-09-05T00:00:00.000-0400,2016-01-26T00:00:00.000-0500,LE MONDE SOUS-MARIN DES FONDS ROCHEUX,-73.5483779907,45.5590209961
2016-12-31T00:00:00.000-0500,2016-01-26T00:00:00.000-0500,LA TOUR DE MONTRÉAL,-73.55191,45.55393
2016-12-31T00:00:00.000-0500,2016-01-26T00:00:00.000-0500,VITRINE SUR LA RECHERCHE,-73.55473,45.55647
2016-09-05T00:00:00.000-0400,2016-01-26T00:00:00.000-0500,VISITE DU BIODÔME,-73.5483779907,45.5590209961
2016-05-14T00:00:00.000-0400,2016-01-26T00:00:00.000-0500,VISITES GUIDÉES DES SERRES D'EXPOSITION,-73.55473,45.55647
2016-06-05T00:00:00.000-0400,2016-01-26T00:00:00.000-0500,VERTIGES / TEMPO,-73.548361,45.559
2016-09-05T00:00:00.000-0400,2016-01-26T00:00:00.000-0500,ALIMENTATION DES MANCHOTS,-73.5483779907,45.5590209961
2016-09-05T00:00:00.000-0400,2016-01-26T00:00:00.000-0500,BIORAMA,-73.5483779907,45.5590209961
2016-12-31T00:00:00.000-0500,2016-01-26T00:00:00.000-0500,EXPOSITION VOTRE JARDIN,-73.55473,45.55647
2016-09-05T00:00:00.000-0400,2016-01-26T00:00:00.000-0500,ATTENTION : TRAVERSES D’ANIMAUX!,-73.5483779907,45.5590209961
2016-12-31T00:00:00.000-0500,2016-01-26T00:00:00.000-0500,CAPSULES ASTRO,-73.548361,45.559
2016-04-17T00:00:00.000-0400,2016-01-27T00:00:00.000-0500,ÉRABLIÈRE DES LAURENTIDES : AU RYTHME DES SAISONS (3E CYCLE),-73.5483779907,45.5590209961
2016-04-16T00:00:00.000-0400,2016-01-30T00:00:00.000-0500,SANS PEAU,-73.5673,45.5058
2016-04-30T00:00:00.000-0400,2016-02-01T00:00:00.000-0500,EXPO-TEST,-73.5835494995,45.518863678
2016-05-29T00:00:00.000-0400,2016-02-01T00:00:00.000-0500,ICI / AILLEURS – DES VILLES EN TOURNÉE,-73.554623,45.513184
2016-05-29T00:00:00.000-0400,2016-02-01T00:00:00.000-0500,LABO TECHNO,-73.568984,45.507828
2016-04-03T00:00:00.000-0400,2016-02-01T00:00:00.000-0500,1950 – LE QUÉBEC DE LA PHOTOJOURNALISTE AMÉRICAINE LIDA MOSER,-73.554623,45.513184
2016-10-07T00:00:00.000-0400,2016-02-01T00:00:00.000-0500,ÉCOLE DES HAUTES ÉTUDES COMMERCIALES DE MONTRÉAL –VOCATION D’ORIGINE DU CENTRE D’ARCHIVES DE MONTRÉAL,-73.554623,45.513184
2016-09-05T00:00:00.000-0400,2016-02-06T00:00:00.000-0500,POMPEII,-73.57988,45.49855
2016-12-31T00:00:00.000-0500,2016-02-08T00:00:00.000-0500,PIÈCES DE COLLECTIONS,-73.56148,45.51512
2016-10-16T00:00:00.000-0400,2016-02-08T00:00:00.000-0500,DÉLIRE,-73.56148,45.51512
2016-04-15T00:00:00.000-0400,2016-02-09T00:00:00.000-0500,ÉRABLIÈRE DES LAURENTIDES : AU RYTHME DES SAISONS (2E CYCLE),-73.5483779907,45.5590209961
2016-05-22T00:00:00.000-0400,2016-02-11T00:00:00.000-0500,RAGNAR KJARTANSSON,-73.568984,45.507828
2016-04-30T00:00:00.000-0400,2016-02-12T00:00:00.000-0500,PLONGEZ DANS L'UNIVERS DE LA GUERRE DES TUQUES 3D,-73.5714050,45.5036100
2017-01-07T00:00:00.000-0500,2016-02-16T00:00:00.000-0500,FRAGMENTS D'HUMANITÉ | ARCHÉOLOGIE DU QUÉBEC,-73.55420,45.50305
2016-04-16T00:00:00.000-0400,2016-02-18T00:00:00.000-0500,RICHARD IBGHY & MARILOU LEMMENS. LA VIE MISE AU TRAVAIL,-73.57814,45.49737
2016-05-15T00:00:00.000-0400,2016-02-18T00:00:00.000-0500,SPAZUK,-73.566824,45.506729
2016-05-29T00:00:00.000-0400,2016-02-18T00:00:00.000-0500,DECOLONIAL GESTURES OR DOING IT WRONG? REFAIRE LE CHEMIN,-73.57378,45.50467
2016-05-13T00:00:00.000-0400,2016-02-18T00:00:00.000-0500,NADINE BUSQUE | OCCULTIS NATURAE,-73.550955,45.488496
2016-05-01T00:00:00.000-0400,2016-02-25T00:00:00.000-0500,FAUX-SEMBLANTS,-73.705621,45.502849
2016-04-03T00:00:00.000-0400,2016-02-25T00:00:00.000-0500,TEMPS SUSPENDUS,-73.62089,45.61668
2016-05-01T00:00:00.000-0400,2016-02-26T00:00:00.000-0500,NORMAND RAJOTTE | EMPREINTES À LA FONDATION ALFRED EHRHARDT À BERLIN,-73.600296,45.521625
2016-04-03T00:00:00.000-0400,2016-02-26T00:00:00.000-0500,RELIQUES ET PASSAGES,-73.68992,45.43354
2016-04-17T00:00:00.000-0400,2016-02-27T00:00:00.000-0500,À HAUTE VOIX - TABLEAUX RELUS ET RELIÉS DE JEAN-MAURICE GÉLINAS,-73.59827,45.54739
2016-04-03T00:00:00.000-0400,2016-03-01T00:00:00.000-0500,OVER YOUR CITIES GRASS WILL GROW | MAC,-73.568984,45.507828
2016-04-24T00:00:00.000-0400,2016-03-01T00:00:00.000-0500,UNNAMED SOUND SCULPTURE,-73.572094,45.513717
2016-04-03T00:00:00.000-0400,2016-03-02T00:00:00.000-0500,YANICK SASSEVILLE, EXIL : VÉRITÉ TROMPEUSE,-73.66208,45.55345
2016-05-14T00:00:00.000-0400,2016-03-02T00:00:00.000-0500,KENT MONKMAN,-73.5673,45.5058
2016-04-09T00:00:00.000-0400,2016-03-02T00:00:00.000-0500,CAROLINE MAUXION | À N’Y VOIR QUE DU BLEU,-73.55978,45.51468
2016-04-09T00:00:00.000-0400,2016-03-02T00:00:00.000-0500,MOTION. MONTRÉAL / GENÈVE,-73.55978,45.51468
2016-05-22T00:00:00.000-0400,2016-03-03T00:00:00.000-0500,RYAN GANDER | MAKE EVERY SHOW LIKE IT'S YOUR LAST,-73.568984,45.507828
2016-04-10T00:00:00.000-0400,2016-03-03T00:00:00.000-0500,DESSINS D'EISENSTEIN,-73.56262,45.51382
2016-04-23T00:00:00.000-0400,2016-03-05T00:00:00.000-0500,EXPOSITION ZEKE MOORES,-73.59697,45.53335
2016-04-23T00:00:00.000-0400,2016-03-05T00:00:00.000-0500,EXPOSITION KARINE GIBOULO,-73.59697,45.53335
2016-04-23T00:00:00.000-0400,2016-03-05T00:00:00.000-0500,EXPOSITION PATRICK BÉRUBÉ,-73.59697,45.53335
2016-04-16T00:00:00.000-0400,2016-03-08T00:00:00.000-0500,PASSE VIP | VUE SUR LA RELÈVE,-73.5635,45.5101
2016-04-14T00:00:00.000-0400,2016-03-09T00:00:00.000-0500,DANSE MACABRE, DE BORIS LABBÉ,-73.56262,45.51382
2016-04-09T00:00:00.000-0400,2016-03-10T00:00:00.000-0500,RÉTROSPECTIVE GRADIMIR PANKOV,-73.56561,45.50794
2016-04-13T00:00:00.000-0400,2016-03-12T00:00:00.000-0500,TANGERINE DREAM COLLECTIVE,-73.5673,45.5058
2016-05-08T00:00:00.000-0400,2016-03-12T00:00:00.000-0500,JOSÉ-LUIS TORRES- LA POUDRE AUX YEUX,-73.4944,45.6677093506
2016-04-17T00:00:00.000-0400,2016-03-12T00:00:00.000-0500,LE COSMOS DANS LEQUEL NOUS SOMMES,-73.58243,45.52456
2016-04-30T00:00:00.000-0400,2016-03-12T00:00:00.000-0500,MASSIMO GUERERRA - UN MOMENT DONNÉ (ENTRE LA GALERIE ET LA MAISON),-73.5694031,45.505733
2016-04-23T00:00:00.000-0400,2016-03-12T00:00:00.000-0500,NELLY-ÈVE RAJOTTE - CLAUSTROPHOBIE DES GRANDS ESPACES,-73.5673,45.5058
2016-04-24T00:00:00.000-0400,2016-03-14T00:00:00.000-0400,ICI ET LÀ,-73.59556,45.45772
2016-04-17T00:00:00.000-0400,2016-03-16T00:00:00.000-0400,GILLES MÉRINEAU ET JEANNINE ROUSSEL - PLACE AUX POINTELIERS,-73.4944,45.6677093506
2016-04-30T00:00:00.000-0400,2016-03-17T00:00:00.000-0400,COUP D'OEIL SUR BABEL,-73.66208,45.55345
2016-04-23T00:00:00.000-0400,2016-03-18T00:00:00.000-0400,ARIANE DAOUST: GRÈVE DE L’ART?,-73.5693709,45.5057705
2016-04-30T00:00:00.000-0400,2016-03-19T00:00:00.000-0400,MICHAEL MERRILL,-73.5673,45.5058
2016-04-30T00:00:00.000-0400,2016-03-19T00:00:00.000-0400,YVES GAUCHER,-73.5673,45.5058
2016-04-30T00:00:00.000-0400,2016-03-19T00:00:00.000-0400,JOHN HEWARD,-73.5673,45.5058
2016-05-15T00:00:00.000-0400,2016-03-19T00:00:00.000-0400,FREG ET MAKINA - LA BANDE À SMIKEE,-73.5781478882,45.650226593
2016-06-21T00:00:00.000-0400,2016-03-21T00:00:00.000-0400,SCÈNES CIRCULAIRES,-73.61464,45.55823
2016-06-21T00:00:00.000-0400,2016-03-21T00:00:00.000-0400,FORÊT EN ÉCHO,-73.587493,45.5038945
2016-06-21T00:00:00.000-0400,2016-03-21T00:00:00.000-0400,JARDIN DE RÉALITÉ VIRTUELLE,-73.556446,45.501429
2016-05-08T00:00:00.000-0400,2016-03-22T00:00:00.000-0400,LE PETIT MONDE - LOÏC PRAVAZ,-73.5971,45.5873336792
2016-05-08T00:00:00.000-0400,2016-03-23T00:00:00.000-0400,GROTTES D’HAÏTI,-73.61464,45.55823
2016-04-25T00:00:00.000-0400,2016-03-24T00:00:00.000-0400,SAMSARA II - SACRÉ-PROFANE-LA GUERRE EN MON SANG,-73.5673,45.5058
2016-04-24T00:00:00.000-0400,2016-03-24T00:00:00.000-0400,DE LA CHAIR AU CONTINENT_UNE PIETA,-73.56900,45.51349
2016-05-22T00:00:00.000-0400,2016-03-26T00:00:00.000-0400,ANDRÉ LEMIRE-DE LA REPRODUCTION DES FOUGÈRES,-73.5992,45.6423912048
2016-12-31T00:00:00.000-0500,2016-03-29T00:00:00.000-0400,DES OEUVRES À DÉCOUVRIR,-73.55599,45.47594
2016-04-24T00:00:00.000-0400,2016-03-29T00:00:00.000-0400,PILLOW TALK : AN ESSAY ON DREAMING,-73.55666,45.50356
2016-04-16T00:00:00.000-0400,2016-03-30T00:00:00.000-0400,LES CARNETS DE LA DANSE,-73.59443,45.43099
2016-04-03T00:00:00.000-0400,2016-04-01T00:00:00.000-0400,YACKATHON,-73.595146,45.526212
2016-04-30T00:00:00.000-0400,2016-04-01T00:00:00.000-0400,PROJET SPÉCIAL AVEC L’UNIVERSITÉ CONCORDIA,-73.5673,45.5058
2016-04-30T00:00:00.000-0400,2016-04-02T00:00:00.000-0400,DIGITAL ARCHITECTURAL ENVIRONMENT,-73.596407,45.527595
2016-04-30T00:00:00.000-0400,2016-04-02T00:00:00.000-0400,ÉLÉMENTAL : CLÔDE DE GUISE, ZALMAN AMIT & DANIEL WALKER,-73.561850,45.509750
2016-04-03T00:00:00.000-0400,2016-04-03T00:00:00.000-0400,SALON AVENTURE ET PLEIN AIR,-73.56097,45.50386
2016-04-03T00:00:00.000-0400,2016-04-03T00:00:00.000-0400,L’HEURE DU CONTE TD EN ARABE (13 ANS ET MOINS),-73.56148,45.51512
2016-04-03T00:00:00.000-0400,2016-04-03T00:00:00.000-0400,SONS ET BRIOCHES: PETITE SOURIS ET LES HISTOIRES DE LA TERRE | PLACE DES ARTS JUNIOR,-73.56561,45.50794
2016-04-03T00:00:00.000-0400,2016-04-03T00:00:00.000-0400,LE BANC À MANIVELLE,-74.022315979,45.8099
2016-04-03T00:00:00.000-0400,2016-04-03T00:00:00.000-0400,MATUSALEM,-73.56262,45.51382
2016-04-03T00:00:00.000-0400,2016-04-03T00:00:00.000-0400,DÉJÀ AU DÉBUT,-74.13357,45.25324
2016-04-03T00:00:00.000-0400,2016-04-03T00:00:00.000-0400,LE PETIT OURS DE LA MAURICIE • FÉLIX LECLERC,-73.59556,45.45772
2016-04-03T00:00:00.000-0400,2016-04-03T00:00:00.000-0400,ALLÉGORIES DE RUELLES,-73.57703,45.44821
2016-04-03T00:00:00.000-0400,2016-04-03T00:00:00.000-0400,SPECTACLE – GROS BISCUIT (3 À 8 ANS),-73.56148,45.51512
2016-04-03T00:00:00.000-0400,2016-04-03T00:00:00.000-0400,LE VISITEUR,-73.63633,45.48855
2016-04-03T00:00:00.000-0400,2016-04-03T00:00:00.000-0400,ANTONY AND CLEOPATRA,-73.63633,45.48855
2016-04-03T00:00:00.000-0400,2016-04-03T00:00:00.000-0400,LE GRAND ORCHESTRE À CORDES DU CONSERVATOIRE,-73.5787277222,45.5553474426
2016-04-03T00:00:00.000-0400,2016-04-03T00:00:00.000-0400,GRETEL ET HANSEL,-73.60895,45.52011
2016-04-03T00:00:00.000-0400,2016-04-03T00:00:00.000-0400,MARTIN LIZOTTE ET SES PIANOLITUDES,-73.86746,45.48331
2016-04-03T00:00:00.000-0400,2016-04-03T00:00:00.000-0400,VERNISSAGE : ENGRAMME DE NADIA AÏT-SAÏD,-73.5233535767,45.5957374573
2016-04-03T00:00:00.000-0400,2016-04-03T00:00:00.000-0400,AUTOUR DE DEBUSSY,-73.56900,45.51349
2016-04-03T00:00:00.000-0400,2016-04-03T00:00:00.000-0400,DUBÉ DU BOUT DU BIC,-73.66208,45.55345
2016-04-03T00:00:00.000-0400,2016-04-03T00:00:00.000-0400,MOONSHINE GARAGE,-73.55917,45.51506
2016-04-03T00:00:00.000-0400,2016-04-03T00:00:00.000-0400,LE CHAT BOTTÉ,-73.42220,45.82869
2016-04-03T00:00:00.000-0400,2016-04-03T00:00:00.000-0400,MUSIQUE SACRÉE À L’ORATOIRE,-73.61990,45.49401
2016-04-03T00:00:00.000-0400,2016-04-03T00:00:00.000-0400,CLUSTERFUCK QUARTET,-73.55917,45.51506
2016-04-03T00:00:00.000-0400,2016-04-03T00:00:00.000-0400,LES SAVANTS,-73.60794,45.55007
2016-04-03T00:00:00.000-0400,2016-04-03T00:00:00.000-0400,LA TRIBU,-73.603663,45.542824
2016-04-03T00:00:00.000-0400,2016-04-03T00:00:00.000-0400,CONCERTS DE FIN BAC : GABRIEL MAURICE / LAURENT SAINT-PIERRE,-73.59029,45.52188
2016-04-03T00:00:00.000-0400,2016-04-03T00:00:00.000-0400,ROBERT CHARLEBOIS,-73.437944,45.444936
2016-04-03T00:00:00.000-0400,2016-04-03T00:00:00.000-0400,HALF MOON RUN,-73.56337,45.51053
2016-04-03T00:00:00.000-0400,2016-04-03T00:00:00.000-0400,HOMMAGE AU BRÉSIL,-73.55917,45.51506
2016-04-03T00:00:00.000-0400,2016-04-03T00:00:00.000-0400,TAU CROSS & MORNE & NAPALM RAID & PARASYTES,-73.56317,45.50958
2016-04-03T00:00:00.000-0400,2016-04-03T00:00:00.000-0400,THE DAVE GOSSAGE SEPTET,-73.5905276,45.5221154
2016-04-03T00:00:00.000-0400,2016-04-03T00:00:00.000-0400,TIMBA MM (SALSA / LATIN),-73.55917,45.51506
2016-04-03T00:00:00.000-0400,2016-04-03T00:00:00.000-0400,KATE MCGARRY & KEITH GANZ DUO,-73.57637,45.49541
2016-04-03T00:00:00.000-0400,2016-04-03T00:00:00.000-0400,LA MESSSE À JOJO – CARLOS VEIGA & FRIENDS,-73.56310,45.51505
2016-04-04T00:00:00.000-0400,2016-04-04T00:00:00.000-0400,FLORIDE,-73.60895,45.52011
2016-04-04T00:00:00.000-0400,2016-04-04T00:00:00.000-0400,PORTRAIT – ATELIERS LIBRES,-73.575209,45.483665
2016-04-04T00:00:00.000-0400,2016-04-04T00:00:00.000-0400,DES ARBRES,-73.57542,45.53346
2016-04-04T00:00:00.000-0400,2016-04-04T00:00:00.000-0400,BONGZILLA,-73.56312,45.51098
2016-04-04T00:00:00.000-0400,2016-04-04T00:00:00.000-0400,WHERE IS THE LINE?,-73.59029,45.52188
2016-04-04T00:00:00.000-0400,2016-04-04T00:00:00.000-0400,DIANA ROSS,-73.571504,45.4960704
2016-05-01T00:00:00.000-0400,2016-04-05T00:00:00.000-0400,MÉMOIRE DES FLUIDES-GIUSEPPE PENONE SCULPTEUR,-73.568984,45.507828
2016-04-05T00:00:00.000-0400,2016-04-05T00:00:00.000-0400,LE JARDIN DE BABEL,-73.5233535767,45.5957374573
2016-04-05T00:00:00.000-0400,2016-04-05T00:00:00.000-0400,SALON DES MÉTIERS MANUFACTURIERS,-73.56542,45.50798
2016-04-05T00:00:00.000-0400,2016-04-05T00:00:00.000-0400,L’HEURE DU CONTE – DES HISTOIRES DE TOUTES LES COULEURS (3 À 5 ANS),-73.56148,45.51512
2016-04-05T00:00:00.000-0400,2016-04-05T00:00:00.000-0400,CENTRE D'ENTREPRENEURIAT ESG UQAM: ATELIER MIDI-QUOI FAIRE POUR AVANCER MON ENTREPRISE AU COURS DES PROCHAINS MOIS,-73.560832,45.512577
2016-04-05T00:00:00.000-0400,2016-04-05T00:00:00.000-0400,SUR LES TRACES DE MARIA CHAPDELEINE SÉRIE 7E ART - ONF,-73.595191,45.627112
2016-04-05T00:00:00.000-0400,2016-04-05T00:00:00.000-0400,ATELIER – SÉRIE SAVOIR-FAIRE NUMÉRIQUE / LE WEB DE A @ Z,-73.56148,45.51512
2016-04-05T00:00:00.000-0400,2016-04-05T00:00:00.000-0400,ATELIER – MARDI, C’EST WIKI!,-73.56148,45.51512
2016-04-05T00:00:00.000-0400,2016-04-05T00:00:00.000-0400,LANCEMENT DU LIVRE VI DE KIM THÚY,-73.56361,45.52045
2016-04-05T00:00:00.000-0400,2016-04-05T00:00:00.000-0400,BEWARE EXPO,-73.55917,45.51506
2016-04-05T00:00:00.000-0400,2016-04-05T00:00:00.000-0400,FASHION PREVIEW #5 | JOUR 1,-73.56901,45.50922
2016-04-05T00:00:00.000-0400,2016-04-05T00:00:00.000-0400,SCIENCE ET MÉDITATION,-73.56901,45.50922
2016-04-05T00:00:00.000-0400,2016-04-05T00:00:00.000-0400,SAT FEST,-73.56290,45.50950
2016-04-05T00:00:00.000-0400,2016-04-05T00:00:00.000-0400,GRANDE RENCONTRE – SÉRIE FIGURES MARQUANTES DE NOTRE HISTOIRE|JACQUES PARIZEAU ET LES BÂTISSEURS DU QUÉBEC MODERNE,-73.56148,45.51512
2016-04-05T00:00:00.000-0400,2016-04-05T00:00:00.000-0400,LE GIV PRÉSENTE,-73.58243,45.52456
2016-04-05T00:00:00.000-0400,2016-04-05T00:00:00.000-0400,SYNERGY PAR LAROSE,-73.5905276,45.5221154
2016-04-05T00:00:00.000-0400,2016-04-05T00:00:00.000-0400,TROTTOIR COMÉDIE CLUB | AU MOIS D’AVRIL, LA CHÈVRE RIT,-73.56153,45.51236
2016-04-30T00:00:00.000-0400,2016-04-06T00:00:00.000-0400,EXPOSITION COLLECTIVE / GROUP SHOW,-73.59790,45.52525
2016-04-06T00:00:00.000-0400,2016-04-06T00:00:00.000-0400,SALON CARRIÈRES ET DÉVELOPPEMENT PROFESSIONNEL,-73.56097,45.50386
2016-04-06T00:00:00.000-0400,2016-04-06T00:00:00.000-0400,J’COURS LES CONCOURS L SCIENCE, ON TOURNE! (24E ÉDITION),-73.56586,45.51466
2016-04-06T00:00:00.000-0400,2016-04-06T00:00:00.000-0400,ÉTUDIANT EN JAZZ DE L'UNIVERSITÉ CONCORDIA,-73.57637,45.49541
2016-04-06T00:00:00.000-0400,2016-04-06T00:00:00.000-0400,FASHION PREVIEW #5 | JOUR 2,-73.56901,45.50922
2016-04-06T00:00:00.000-0400,2016-04-06T00:00:00.000-0400,SKETCHFEST DE MONTREAL 2016: LANCEMENT DE PROGRAMMATION,-73.56153,45.51236
2016-04-06T00:00:00.000-0400,2016-04-06T00:00:00.000-0400,KLEZ TANGO,-71.2513161,46.7892474
2016-04-06T00:00:00.000-0400,2016-04-06T00:00:00.000-0400,LES AVENTURIERS VOYAGEURS : CROATIE,-73.59217,45.54824
2016-04-06T00:00:00.000-0400,2016-04-06T00:00:00.000-0400,LE PRIX D'EUROPE EN CONCERT,-73.56900,45.51349
2016-04-06T00:00:00.000-0400,2016-04-06T00:00:00.000-0400,SIMONE ET LE WHOLE SHEBANG,-73.5337,45.5515
2016-04-06T00:00:00.000-0400,2016-04-06T00:00:00.000-0400,GIL SHAHAM & LE CONCERTO POUR VIOLON DE MENDELSSOHN | ORCHESTRE SYMPHONIQUE DE MONTRÉAL,-73.56617,45.509715
2016-04-06T00:00:00.000-0400,2016-04-06T00:00:00.000-0400,J'APPELLE MES FRÈRES,-73.58243,45.52456
2016-04-06T00:00:00.000-0400,2016-04-06T00:00:00.000-0400,CHRISTIAN VÉZINA REÇOIT THOMAS CARBOU,-73.59827,45.54739
2016-04-06T00:00:00.000-0400,2016-04-06T00:00:00.000-0400,ST GERMAIN,-73.56337,45.51053
2016-04-05T00:00:00.000-0400,2016-04-05T00:00:00.000-0400,VOIX DE POITRINE | LE BRASSIÈRES SHOP,-73.60895,45.52011
2016-04-06T00:00:00.000-0400,2016-04-06T00:00:00.000-0400,JANOT LE LUPIEN | CÉDRIK ST-ONGE | SOUL & SISTER,-73.59029,45.52188
2016-05-15T00:00:00.000-0400,2016-04-07T00:00:00.000-0400,10 000 LOGEMENTS, 10 000 FOYERS DE CHANGEMENT,-73.62089,45.61668
2016-05-01T00:00:00.000-0400,2016-04-07T00:00:00.000-0400,POUR ICI OU POUR S'EMPORTER,-73.5406723022,45.5511283875
2016-04-07T00:00:00.000-0400,2016-04-07T00:00:00.000-0400,PREMIERS PAS, PREMIERS CONTES (0 À 36 MOIS),-73.56148,45.51512
2016-04-07T00:00:00.000-0400,2016-04-07T00:00:00.000-0400,ATELIER LYRIQUE DE L’OPÉRA DE MONTRÉAL -  MÉLODIES ET LIEDER | LES MÉLODÎNES,-73.56561,45.50794
2016-04-07T00:00:00.000-0400,2016-04-07T00:00:00.000-0400,CONFÉRENCE | HISTOIRE ET ÉVOLUTION DE LA CHANSON POP AU QUÉBEC,-73.56148,45.51512
2016-04-07T00:00:00.000-0400,2016-04-07T00:00:00.000-0400,FASHION PREVIEW #5 | JOUR 3,-73.56901,45.50922
2016-04-07T00:00:00.000-0400,2016-04-07T00:00:00.000-0400,GATSBY FAIT LA FÊTE,-73.55957,45.52543
2016-04-07T00:00:00.000-0400,2016-04-07T00:00:00.000-0400,QUATUOR MAGELLAN,-73.56900,45.51349
2016-04-06T00:00:00.000-0400,2016-04-06T00:00:00.000-0400,RIHANNA,-73.571504,45.4960704
